1.0,100
1.99009900990099,10100
1.982905982905983,11700
2.0,100
2.006289308176101,15900
2.0125,8000
1.945945945945946,3700
1.994579945799458,36900
1.9883720930232558,8600
1.9926470588235294,27200
2.0059880239520957,16700
1.9933993399339933,30300
1.9838709677419355,12400
1.9901960784313726,10200
1.9215686274509804,5100
1.9482758620689655,5800
2.0,2100
1.9801980198019802,10100
1.9444444444444444,1800
1.0,200
2.0,17000
2.0,100
1.9375,1600
1.9863013698630136,7300
2.0,17300
2.0,1400
1.9946332737030412,55900
1.9852941176470589,6800
2.00398406374502,25100
1.9565217391304348,6900
2.0,4400
1.956989247311828,9300
1.9855769230769231,20800
2.0344827586206895,2900
2.0,4800
1.9734042553191489,18800
1.9690721649484537,9700
1.9622641509433962,5300
1.986842105263158,7600
1.9896907216494846,9700
1.9661016949152543,5900
1.9805825242718447,10300
2.0,4200
1.9921875,12800
2.0555555555555554,1800
0.7029702970297029,10100
1.9782608695652173,4600
3.0,100
1.991044776119403,33500
1.9767441860465116,4300
1.9,2000
1.9761904761904763,4200
1.9965517241379311,29000
2.0,47500
1.9904610492845787,62900
2.033333333333333,3000
2.0,200
1.9702970297029703,10100
1.9310344827586208,2900
1.935483870967742,3100
1.9636363636363636,5500
2.0,1900
1.9758064516129032,12400
2.0096153846153846,10400
1.9636363636363636,5500
1.995049504950495,20200
2.0,4300
1.9927884615384615,41600
1.985981308411215,21400
1.9833333333333334,12000
1.9565217391304348,2300
1.989795918367347,9800
1.9795918367346939,9800
1.990909090909091,22000
2.0,3100
1.9904761904761905,10500
1.9922178988326849,25700
1.9910714285714286,22400
2.006622516556291,15100
2.0185185185185186,5400
1.994392523364486,53500
1.95,4000
1.9924812030075187,26600
1.986842105263158,15200
1.9090909090909092,2200
1.3333333333333333,300
2.0,3400
1.9761904761904763,16800
2.03125,3200
2.0042194092827006,23700
1.983221476510067,29800
2.0,6000
2.0,2200
1.9891891891891893,18500
1.9615384615384615,5200
1.9672131147540983,6100
1.9841269841269842,6300
1.9844961240310077,12900
1.9166666666666667,2400
1.0,300
1.1477272727272727,8800
2.0,8700
2.0,4500
2.0,24800
1.9866920152091254,52600
2.0,2500
1.9823788546255507,22700
1.0,200
1.9696969696969697,9900
2.0,8100
1.9724137931034482,14500
1.9777777777777779,4500
1.981042654028436,21100
2.0,18800
1.991103202846975,56200
1.9981751824817517,54800
2.0,27100
2.0077220077220077,25900
2.008403361344538,11900
2.0,100
1.9943820224719102,53400
1.9933774834437086,15100
1.9774436090225564,13300
1.982905982905983,11700
1.951219512195122,4100
2.0,200
1.5,200
1.994535519125683,18300
1.98,10000
1.3333333333333333,300
1.9662921348314606,8900
2.0,10000
1.9776536312849162,17900
0.6129032258064516,6200
1.9701492537313432,6700
2.0123456790123457,8100
1.6377358490566039,26500
1.9680851063829787,9400
2.0,3800
1.9852941176470589,20400
1.0,200
1.981818181818182,5500
1.95,2000
1.0,200
1.9789473684210526,9500
2.0,5100
1.963302752293578,10900
